"id","author","title","description","url","urlToImage","publishedAt","content"
"50","Jon Kamp","Covid-19 Is Still Killing Hundreds of Americans Daily","The disease is on pace to remain the third-leading cause of death in the U.S. in 2022, with older and sicker people among the most vulnerable.","https://www.wsj.com/articles/covid-19-is-still-killing-hundreds-of-americans-daily-11662888600","https://images.wsj.net/im-619828/social","2022-09-11T09:36:34Z","Mark Pfundheller promptly got his first two Covid-19 shots and a booster, his family said, knowing the disease was a threat related to treatment for an inflammatory disorder that compromised his immu… [+319 chars]"
"51","Ryan Dezember","Oil Prices Slump as Recession Fears Grow - The Wall Street Journal","<ol><li>Oil Prices Slump as Recession Fears Grow  The Wall Street Journal</li><li>Oil found a way to finish higher on the week  ForexLive</li><li>Oil futures end higher for the session, modestly lower for the week  MarketWatch</li><li>Oil rises 4% on su…","https://www.wsj.com/articles/oil-prices-slump-as-recession-fears-grow-11662839059","https://images.wsj.net/im-617990/social","2022-09-11T09:30:00Z","Another turbulent week in oil markets carried crude prices to their lowest point since January, with thin trading and a blurry outlook for supply and demand driving a fitful 30% decline from this y… [+280 chars]"
"52","Ken Thomas and Catherine Lucey","Biden Jabs Trump at Midterms Events as Some Dems Express Enthusiasm for '24...","President Biden is drawing a contrast with Republicans and citing polling of a potential 2024 rematch against Donald Trump as some allies say recent legislative victories have eased their questions about the president’s political future.","https://www.wsj.com/articles/biden-jabs-trump-at-midterms-events-as-some-democrats-express-enthusiasm-for-2024-11662823754","https://images.wsj.net/im-619982/social","2022-09-10T16:58:39Z","WASHINGTONAs President Biden rallies Democrats ahead of the midterm elections, he is drawing a sharp contrast with Republicans and citing polling of a potential 2024 rematch against former President … [+543 chars]"
"53","Max Colchester","King Charles III Formally Proclaimed U.K. Monarch in Pomp and Ceremony - The Wall Street Journal","He was officially proclaimed monarch during a historic televised Accession Council ceremony, as Britain’s new king undertook the first formalities of his reign while still grieving for his late mother.","https://www.wsj.com/articles/king-charles-iii-formally-proclaimed-u-k-monarch-in-pomp-and-ceremony-11662807779","https://images.wsj.net/im-620421/social","2022-09-10T16:32:00Z","LONDONKing Charles III was officially proclaimed monarch during a historic televised Accession Council ceremony held in St Jamess Palace on Saturday, as Britains new king undertook the first formalit… [+390 chars]"
"54","Jesse Newman","California Drought Leaving Rice Farmers Dry","Water cuts of more than 80% for many rice farmers have triggered an acreage decline steeper than for any other major crop in the state, hurting businesses that depend on the grain.","https://www.wsj.com/articles/in-california-drought-the-latest-victims-are-rice-farms-11662811202","https://images.wsj.net/im-619560/social","2022-09-10T12:00:00Z","COLUSA, Calif.Rick Richter has spent the past 43 years flying biplanes over Californias Sacramento Valley, dropping rice seeds into vast, flooded fields that churn out grain for consumers across the … [+274 chars]"
"55","Benoît Morenne and Cara Lombardo","How a CEO Rescued a Big Bet on Big Oil; ‘There Were a Lot of Doubters’","Occidental Petroleum’s Vicki Hollub fended off a shareholder revolt led by Carl Icahn. Lifted by rising crude prices, she now has the confidence of Warren Buffett.","https://www.wsj.com/articles/occidental-petroleum-vicki-hollub-warren-buffett-carl-icahn-anadarko-11662762696","https://images.wsj.net/im-619906/social","2022-09-10T04:00:00Z","Occidental Petroleum entered the thick of the pandemic among the worst prepared of its U.S. oil-and-gas peers. Struggling with debt from an ill-timed $38 billion deal, Chief Executive Vicki Hollub wa… [+323 chars]"
"56","Miles Kruppa","Alphabet Health Unit Founder Exits as Company Targets Commercial Uses","Verily, which has focused on personalizing healthcare, named a new CEO and has amassed $1 billion in new funding.","https://www.wsj.com/articles/alphabet-health-unit-founder-exits-as-company-targets-commercial-uses-11662754820","https://images.wsj.net/im-620291/social","2022-09-10T02:31:32Z","Verily Life Sciences, a healthcare unit of Alphabet said founder and Chief Executive Officer Andy Conrad would be replaced in the top role, as the company attempts to find commercial uses for its wid… [+329 chars]"
"57","Isabel Coles","Ukraine's Rapid Advance in East Puts Russian Forces on Defensive - The Wall Street Journal","<ol><li>Ukraine's Rapid Advance in East Puts Russian Forces on Defensive  The Wall Street Journal</li><li>Zelensky claims significant gains in northeastern Ukraine as key city retaken  CNN</li><li>Ukraine launches counteroffensive on Russian troops  USA …","https://www.wsj.com/articles/ukraines-eastern-advance-puts-forces-close-to-key-town-11662718470","https://images.wsj.net/im-619678/social","2022-09-09T22:18:00Z","KHARKIV, UkraineUkrainian forces advanced on a strategic city in the countrys east, threatening to isolate thousands of Russian troops after four days of rapid gains that caught Moscow off guard an… [+242 chars]"
"58","wsj","McCarthy Fraught Path to Power...","In his bid to be House Speaker, he has allied himself with the Trump-aligned wing of the Republican party, while largely avoiding ideological positions. “I can never have too many friends in this world.”","https://www.wsj.com/articles/kevin-mccarthy-republican-house-speaker-midterm-elections-11662505517","https://images.wsj.net/im-618486/social","2022-09-09T22:00:04Z","Kevin McCarthy’s Fraught Path to PowerListen to article(2 minutes)Kevin McCarthy is closer than ever to becoming Speaker of the House, a job he has wanted for years. The path he’s taken is a risky on… [+834 chars]"
"59","David Wainer","Dr. AMAZON Will See You Now...","Amazon and other companies are trying to disrupt the giant, inefficient U.S. healthcare sector. They’ve made little headway but a crop of upstarts is offering industry giants a chance to buy their way in.","https://www.wsj.com/articles/dr-amazon-will-see-you-now-11662715810","https://images.wsj.net/im-619372/social","2022-09-09T12:40:41Z","Thanks to innovation, Americans can hail a ride, order groceries and even buy a car without getting off of their couches. Yet when it comes to arguably their most important purchasehealthcarecapitali… [+457 chars]"
"60","Robbie Whelan","Summer Movie Season Fizzles Out, With Few Fall Blockbusters...","Box office receipts fell short of prepandemic seasons by about 20% despite hits like “Top Gun: Maverick,” and “Dr. Strange in the Multiverse of Madness.”","https://www.wsj.com/articles/summer-movie-season-fizzles-out-with-few-blockbusters-to-count-on-this-fall-11662715802","https://images.wsj.net/im-617492/social","2022-09-09T12:40:40Z","This summers movie season started with a bang, but ended with a whimper, running out of hit movies well before its traditional Labor Day conclusion.Hollywood movies earned $3.43 billion at theaters… [+147 chars]"
"61","Max Colchester","英国哀悼女王伊丽莎白二世，国王查尔斯三世即将正式登基 - Wall Street Journal","<ol><li>英国哀悼女王伊丽莎白二世，国王查尔斯三世即将正式登基  Wall Street Journal</li><li>女王走后查理3世继位 登基仪式10日隆重举行  RFI - 法国国际广播电台</li><li>查尔斯继承王位：从丑闻和质疑中走出的新任英国君主  纽约时报中文网</li><li>英国国王查尔斯三世发表全国电视讲话  瞭望东方周刊</li><li>查理三世发表全国讲话承诺以忠诚及爱为国民服务  RFI - 法国国际广播电台</li><li>在Google 新闻上查看完整…","https://cn.wsj.com/articles/英国哀悼女王伊丽莎白二世-国王查尔斯三世即将正式登基-11662727207","https://images.wsj.net/im-619664/social","2022-09-09T12:40:00Z","(King Charles III)(Queen Elizabeth II)96..."
"62","Kim Mackrael and Matthew Dalton","Europe Holds Emergency Talks on Energy-Market Intervention - The Wall Street Journal","<ol><li>Europe Holds Emergency Talks on Energy-Market Intervention  The Wall Street Journal</li><li>European Union considers measures to control soaring energy prices  The Washington Post</li><li>Grid operators, exchanges call for EU to change power price…","https://www.wsj.com/articles/europe-holds-emergency-talks-on-energy-market-intervention-11662713678","https://images.wsj.net/im-619112/social","2022-09-09T11:40:00Z","BRUSSELSEuropean energy ministers are debating plans for an intervention in the continents energy markets at an emergency meeting that is aimed at tamping down soaring electricity prices.Diplomats … [+378 chars]"
"63","Stephanie Armour","Affordable Care Act Health-Plan Premiums Set to Rise","Most consumers won’t see much of an increase because of enhanced federal subsidies, but many small employers will be hit.","https://www.wsj.com/articles/affordable-care-act-health-plan-premiums-set-to-rise-11662671934","https://images.wsj.net/im-618051/social","2022-09-09T10:22:51Z","Premiums for many Affordable Care Act health-insurance plans are set to rise sharply next year, a sign of how rising labor costs and other expenses are starting to ripple through the healthcare eco… [+298 chars]"
"64","Rebecca Feng","Chinese Banks Lose a Mortgage Safety Net as Developers Slide Into Distress","Real-estate firms in the country have written at least $300 billion in mortgage guarantees on uncompleted homes that they presold.","https://www.wsj.com/articles/chinese-banks-lose-a-mortgage-safety-net-as-developers-slide-into-distress-11662715801","https://images.wsj.net/im-616999/social","2022-09-09T09:30:00Z","China is increasingly counting on its banks to step up mortgage lending and help boost a sinking housing market. But there is a problem: Lenders are stuck with many mortgages from boom times that are… [+409 chars]"
"65","Max Colchester, David Luhnow","英国女王伊丽莎白二世去世，享年96岁 - Wall Street Journal","<ol><li>英国女王伊丽莎白二世去世，享年96岁  Wall Street Journal</li><li>英国女王伊丽莎白二世逝世- BBC News 中文  BBC</li><li>经过一生的准备，查尔斯登上王位  美国之音中文网 - VOA Mandarin</li><li>阿森纳曼联哀悼女王英超将决定周末联赛是否延期  新浪</li><li>英国女王伊丽莎白二世生平——恪尽职守终生不渝  BBC</li><li>在Google 新闻上查看完整报道</li></ol>","https://cn.wsj.com/articles/英国女王伊丽莎白二世去世-享年96岁-11662678907","https://images.wsj.net/im-489690/social","2022-09-09T03:55:00Z","(Queen Elizabeth II)9670(King Charles III)(Winston Churchill)70..."
"66","null","现场视频：数千人聚集在白金汉宫外悼念英国女王伊丽莎白二世 - The Wall Street Journal","<ol><li>现场视频：数千人聚集在白金汉宫外悼念英国女王伊丽莎白二世  The Wall Street Journal</li><li>英国女王伊丽莎白二世逝世  BBC</li><li>经过一生的准备，查尔斯登上王位  美国之音中文网 - VOA Mandarin</li><li>阿森纳曼联哀悼女王英超将决定周末联赛是否延期  新浪</li><li>英国女王伊丽莎白二世生平——恪尽职守 终生不渝  BBC</li><li>在Google 新闻上查看完整报道</li></ol>","https://www.wsj.com/video/china/41E15CE9-E6B7-4E87-9639-BBAE28B88800.html","http://images.wsj.net/im-619381?width=1280&height=720","2022-09-09T01:02:00Z","9/1/2022(Kherson)Matthew LuxmooreDimitar Dilkoff/AFP/Getty Images"
"67","The Editorial Board","Janet Yellen’s Fantasy Economy - The Wall Street Journal","<ol><li>Janet Yellen’s Fantasy Economy  The Wall Street Journal</li><li>Treasury Secretary Janet Yellen says U.S. economy headed in right direction  CBS News</li><li>Larry Kudlow: These climate policies would lead to a global economic and financial catast…","https://www.wsj.com/articles/janet-yellens-fantasy-economy-biden-administration-inflation-wages-dearborn-michigan-11662674409","https://images.wsj.net/im-619528/social","2022-09-08T22:59:00Z","Janet Yellen is a distinguished economist, but her tenure as Treasury Secretary hasnt enhanced her reputation. Her lack of influence with President Biden has meant she couldnt stop bad policy (studen… [+659 chars]"
"68","Max Colchester and Isabel Coles","King Charles III to Forge New Path for Monarchy After Death of Queen Elizabeth II - The Wall Street Journal","<ol><li>King Charles III to Forge New Path for Monarchy After Death of Queen Elizabeth II  The Wall Street Journal</li><li>Queen Elizabeth's death ends popular reign, starts King Charles era  USA TODAY</li><li>King Charles Mourns Queen Elizabeth's Death  …","https://www.wsj.com/articles/king-charles-iii-to-forge-new-path-for-monarchy-after-death-of-queen-elizabeth-ii-11662670020","https://images.wsj.net/im-619246/social","2022-09-08T22:38:00Z","LONDONQueen Elizabeth IIs eldest son, Charles, has spent nearly his entire life in waiting as heir to the British throne, watching his mother navigate decades of social and political change. On Thurs… [+379 chars]"
"69","Jeff Horwitz","WSJ News Exclusive  Facebook Parent Meta Platforms Cuts Responsible Innovation Team","Meta Platforms Inc. has disbanded its Responsible Innovation team, which was once a prominent piece of its effort to address concerns about the potential downsides of its products. The team had included roughly two dozen engineers, ethicists and others who co…","https://www.wsj.com/articles/facebook-parent-meta-platforms-cuts-responsible-innovation-team-11662658423","https://images.wsj.net/im-617847/social","2022-09-08T19:25:02Z","Meta Platforms Inc. has disbanded its Responsible Innovation team, which was once a prominent piece of its effort to address concerns about the potential downsides of its products.The team had incl… [+256 chars]"
"70","Will Feuer","Rivian, Mercedes to Partner on Electric-Van Factory","The companies signed an agreement to establish a European factory dedicated to the production of electric vans.","https://www.wsj.com/articles/rivian-mercedes-to-partner-on-electric-van-factory-11662646684","https://images.wsj.net/im-618775/social","2022-09-08T14:18:00Z","Rivian Automotive Inc. is working with Mercedes-Benz Group AG to establish a new European factory to make both companies electric vans.The two companies said Thursday they signed a memorandum of un… [+312 chars]"
"71","Nick Timiraos","Fed’s Powell Affirms Need to Act Strongly to Fight Inflation - The Wall Street Journal","Central bank officials haven’t pushed back against expectations for a third consecutive 0.75-point rate increase later this month.","https://www.wsj.com/articles/feds-powell-set-to-speak-on-economic-outlook-11662640201","https://images.wsj.net/im-618353/social","2022-09-08T13:54:00Z","Federal Reserve Chairman Jerome Powell said the central bank is squarely focused on bringing down high inflation to prevent it from becoming entrenched as it did in the 1970s.It is very much our vi… [+222 chars]"
"72","Mike Colias","GM Courts Mainstream Buyers with $30,000 Electric Chevy Equinox","The SUV, slated to arrive in fall 2023, would be among the least-expensive electric vehicles in the U.S.","https://www.wsj.com/articles/gm-courts-mainstream-buyers-with-30-000-electric-chevy-equinox-11662642001","https://images.wsj.net/im-618505/social","2022-09-08T13:32:46Z","General Motors said it plans to release an electric Chevrolet SUV priced around $30,000, targeting cost-conscious buyers as prices soar on other plug-in models.The electric Chevy Equinox will go on… [+210 chars]"
"73","Tom Fairless","ECB Raises Interest Rates by a Historic 0.75 Point as Europe Stares at Recession - The Wall Street Journal","<ol><li>ECB Raises Interest Rates by a Historic 0.75 Point as Europe Stares at Recession  The Wall Street Journal</li><li>Price pressures continue to outpace pessimistic forecasts  Latest Business News  WION  WION</li><li>European Central Bank raises ra…","https://www.wsj.com/articles/ecb-raises-interest-rates-by-a-historic-0-75-point-as-europe-stares-at-recession-11662639573","https://images.wsj.net/im-618734/social","2022-09-08T13:00:00Z","FRANKFURTThe European Central Bank said it would raise its key interest rate by 0.75 percentage point, the biggest increase since the early days of Europes monetary union, moving aggressively to comb… [+286 chars]"
"74","Selina Cheng","Tesla Deliveries From China Jump, but BYD Races Ahead in Country","Tesla saw a big jump in deliveries from its Gigafactory in Shanghai in August after upgrading its assembly lines, but the American EV maker continues to fall behind Chinese rival BYD in the world’s biggest auto market.","https://www.wsj.com/articles/tesla-deliveries-from-shanghai-factory-jump-but-byd-races-ahead-in-china-11662633237","https://images.wsj.net/im-618711/social","2022-09-08T12:29:00Z","HONG KONGTesla had a big jump in deliveries from its Gigafactory in Shanghai in August after upgrading its assembly lines, but the American EV maker continues to fall behind Chinese rival BYD in th… [+346 chars]"
"75","Alexandra Bruell","RUMBLE Makes Play for TV-News Audiences With Daily Shows...","Video-sharing site Rumble has hired a small number of high-profile personalities to host daily live news shows on its platform, a sign the YouTube alternative is making a play for TV-news audiences.","https://www.wsj.com/articles/rumble-makes-play-for-tv-news-audiences-with-daily-news-shows-11662634800","https://images.wsj.net/im-618314/social","2022-09-08T12:01:46Z","Video-sharing site Rumble Inc. has hired a small number of high-profile personalities to host daily live news shows on its platform, people familiar with the matter said, a sign the YouTube alternati… [+198 chars]"
"76","Katherine Clarke  Photographs and Videos by Kristian Thacker for The Wall Street Journal","First They Purchased House. Then Bought Up Entire Town...","Saji Daniel and Shannon McGauley never expected to land in the small Pennsylvania town of Foxburg—never mind own it.","https://www.wsj.com/articles/first-they-purchased-a-house-then-they-bought-up-the-entire-town-11662587206","https://images.wsj.net/im-616198/social","2022-09-08T12:01:46Z","Saji Daniel and his fiancée, Shannon McGauley, were holed up in their Cleveland-area home amid the pandemic in October 2020 when they got an unexpected call from their neighbor, Lou Keppler.Dr. Kep… [+314 chars]"
"77","Max Colchester","Queen Elizabeth II’s Health Causes Doctors Concern","Buckingham Palace said that the queen’s doctors were concerned for her health and had decided to keep her under medical supervision.","https://www.wsj.com/articles/queen-elizabeth-iis-health-causes-doctors-concern-11662637637","https://images.wsj.net/im-618732/social","2022-09-08T11:47:00Z","Concerns over Queen Elizabeth IIs health mounted on Thursday after Buckingham Palace said the British monarchs doctors were worried about her condition and had decided to place her under medical supe… [+246 chars]"
"78","Tim Higgins","苹果公司召开秋季发布会，iPhone 14系列成重头戏 - Wall Street Journal","<ol><li>苹果公司召开秋季发布会，iPhone 14系列成重头戏  Wall Street Journal</li><li>大升级不加价，iPhone 14将对手甩得更远 焦点分析  36kr</li><li>iPhone 14 Pro上手：灵动岛切换动画效果酷炫- Apple iPhone  cnBeta</li><li>苹果iPhone 14系列正式亮相！高通胀下起售价保持不变，苹果玩的什么策略？  瞭望东方周刊</li><li>“刘海”没了！iPhone 14现身，还是涨价了：最贵1…","https://cn.wsj.com/articles/苹果公司发布新款iphone-14-pro-11662594005","https://images.wsj.net/im-618401/social","2022-09-08T07:55:00Z","(Apple Inc., AAPL)5GiPhone9iPhone 142020iPhone 125G5GiPhone 14iPhoneMini..."
"79","Meghan Bobrowsky","Snap CEO Sees Challenges in Executing Turnaround Drive","Evan Spiegel says TikTok’s level of investment in acquiring users was a surprise and replicating the video-sharing app’s sophistication in improving its algorithm has been a challenge for established social-media companies.","https://www.wsj.com/articles/snap-ceo-sees-challenges-in-executing-turnaround-drive-11662610497","https://images.wsj.net/im-618646/social","2022-09-08T04:14:00Z","Snap Chief Executive Evan Spiegel said hes bracing for a challenging turnaround period as the company tries to revamp itself and rekindle sales growth at a time when digital advertising spending is u… [+155 chars]"
"80","Max Colchester","英国首相将宣布能源救助计划 - Wall Street Journal","<ol><li>英国首相将宣布能源救助计划  Wall Street Journal</li><li>特拉斯的“一生挚爱” 英国新首相背后的男人是谁？  瞭望东方周刊</li><li>英国新任首相将对中国采取更强硬立场  美国之音中文网 - VOA Mandarin</li><li>特拉斯继任后改组内阁 多位少数族裔担任重要职务  RFI - 法国国际广播电台</li><li>英国女首相一上任，果然就斗起来了！  瞭望东方周刊</li><li>在Google 新闻上查看完整报道</li></o…","https://cn.wsj.com/articles/英国首相将宣布能源救助计划-11662601505","https://images.wsj.net/im-617881/social","2022-09-08T01:45:00Z","(Liz Truss)(Boris Johnson)1,0001080%..."
"81","Nicole Nguyen","Apple AirPods Pro Second-Generation: Same Look, Smart Improvements","The new AirPods Pro have better active noise cancellation and longer battery life, among other updates.","https://www.wsj.com/articles/airpods-pro-second-generation-same-look-smart-improvements-11662591660","https://images.wsj.net/im-618211/social","2022-09-08T01:15:10Z","For people who just want wireless Bluetooth earbuds that seamlessly pair with their Apple basic AirPods make sense. But if you want sound-blocking active noise cancellation, the pricier AirPods Pro a… [+372 chars]"
"82","Jared Malsin 发自伊斯坦布尔, Ann M. Simmons 发自莫斯科, Alistair MacDonald 发自伦敦","普京威胁限制乌克兰粮食出口，指控西方国家“欺骗”发展中国家 - Wall Street Journal","<ol><li>普京威胁限制乌克兰粮食出口，指控西方国家“欺骗”发展中国家  Wall Street Journal</li><li>普京称孤立俄罗斯绝无可能 并会见栗战书  RFI - 法国国际广播电台</li><li>普京再批西方制裁“徒劳” 下周将会晤习近平  DW</li><li>普京远东行，对美释放关键信号  瞭望东方周刊</li><li>普京：经蒙古国向中国供应天然气的所有主要参数都已达成一致  RFI - 法国国际广播电台</li><li>在Google 新闻上查看完整报道</l…","https://cn.wsj.com/articles/普京威胁限制乌克兰粮食出口-指控西方国家-欺骗-发展中国家-11662594605","https://images.wsj.net/im-617821/social","2022-09-07T23:50:00Z","(Vladimir Putin)876(World Food Program)(Recep..."
"83","Tim Higgins","蘋果公司發布新款Apple Watch - Wall Street Journal","<ol><li>蘋果公司發布新款Apple Watch  Wall Street Journal</li><li>Apple Watch Ultra 主站動手玩：為戶外而生- Engadget 中文版  Engadget 中文版</li><li>蘋果發表會落幕！8款新品功能進化一次看  中時新聞網 Chinatimes.com</li><li>iPhone 14 來了 Apple蘋果秋季發表會8新品懶人包 還有Apple Watch與AirPods Pro2  Yahoo奇摩新聞</li><li>…","https://cn.wsj.com/articles/蘋果公司發布新款apple-watch-121662594008","https://images.wsj.net/im-618223/social","2022-09-07T23:40:38Z","(Apple Inc., AAPL)5GiPhone9Apple WatchApple Watch Ultra799GPSUltra()Series..."
"84","The Editorial Board","Gavin Newsom’s Dirty Energy Secret - The Wall Street Journal","<ol><li>Gavin Newsom’s Dirty Energy Secret  The Wall Street Journal</li><li>Gavin Newsom's 2024 chances could be threatened by California's energy grid struggles  Fox News</li><li>Gov. Gavin Newsom talks about extreme heat, energy concerns during visit to…","https://www.wsj.com/articles/gavin-newsoms-dirty-climate-secret-california-rolling-blackouts-green-energy-grid-11662583198","https://images.wsj.net/im-618593/social","2022-09-07T23:14:00Z","Californians narrowly averted rolling blackouts on Tuesday, but the threat looms all week amid an unpleasant but not unusual heat wave. This ought to be a warning about how the government force-fed g… [+487 chars]"
"85","Jared Malsin in Istanbul and Evan Gershkovich in Moscow","Putin Threatens to Abandon Grain Deal, Further Squeeze Energy Supplies - The Wall Street Journal","<ol><li>Putin Threatens to Abandon Grain Deal, Further Squeeze Energy Supplies  The Wall Street Journal</li><li>Russia's war in Ukraine: Live updates  CNN</li><li>Sanctions on Russia are 'declaration of economic war', says Vladimir Putin - BBC News  BBC N…","https://www.wsj.com/articles/putin-threatens-to-limit-ukraines-grain-exports-accuses-west-of-deception-11662550822","https://images.wsj.net/im-617821/social","2022-09-07T18:29:00Z","Russian President Vladimir Putin threatened to curtail the export of grain from Ukraine and said Moscow was ready to extend its rationing of natural-gas exports and cut off oil and refined products i… [+411 chars]"
"86","wsj","Americans Snap Up BENTLEYs, LAMBORGHINIs as Luxury-Auto Market Booms...","Teslas, Bentleys and Lamborghinis are in demand, as more Americans are opting to buy luxury vehicles than ever before.","https://www.wsj.com/articles/americans-snap-up-teslas-bentleys-lamborghinis-as-the-luxury-auto-market-booms-11662497382","https://images.wsj.net/im-616307/social","2022-09-07T12:00:05Z","Americans Snap Up Teslas, Bentleys, Lamborghinis as the Luxury-Auto Market BoomsListen to article(2 minutes)More Americans are opting to buy luxury vehicles than ever before, a shift fueled by cash-r… [+1063 chars]"
"87","Dow Jones Newswires","中国8月外汇储备显著下降 - Wall Street Journal","受美元走强之际全球金融资产价格总体下跌影响，中国8月份外汇储备显著下降。","https://cn.wsj.com/articles/中国8月外汇储备显著下降-11662550506","https://images.wsj.net/im-448112/social","2022-09-07T11:35:00Z","883.0557491.8(The Wall Street Journal)83.065..."
"88","Max Colchester, David Luhnow","英国女王正式任命特拉斯为首相 - Wall Street Journal","<ol><li>英国女王正式任命特拉斯为首相  Wall Street Journal</li><li>英国新任首相将对中国采取更强硬立场  美国之音中文网 - VOA Mandarin</li><li>特拉斯继任后改组内阁多位少数族裔担任重要职务  RFI - 法国国际广播电台</li><li>特拉斯正式就任英国首相当天俄媒称俄外长给她“提了个建议”  瞭望东方周刊</li><li>特拉斯就任英相 在英港人及维吾尔群体有何期望？  自由亚洲电台</li><li>在Google 新闻上查看完整…","https://cn.wsj.com/articles/英国女王正式任命特拉斯为首相-11662511275","https://images.wsj.net/im-617116/social","2022-09-07T11:25:00Z",""
"89","Laura Cooper","Kim Kardashian's Latest Business Venture: Private Equity - WSJ - The Wall Street Journal","The reality star and entrepreneur is joining with former Carlyle partner Jay Sammons to launch a new private-equity firm called SKKY Partners.","https://www.wsj.com/articles/kim-kardashians-latest-business-venture-private-equity-11662543001","https://images.wsj.net/im-617321/social","2022-09-07T09:30:00Z","Kim Kardashian and a former partner at Carlyle Group are launching a new private-equity firm focused on investing in and building consumer and media businesses.Ms. Kardashian is teaming up with Jay… [+277 chars]"
"90","Angus Loten","‘Predictive-Maintenance’ Tech Is Taking Off as Manufacturers Seek More Efficiency - The Wall Street Journal","Pepsi, Colgate and other firms are populating their plants with sensors from AI startup Augury to ‘listen’ for machinery problems. And other up-and-coming ‘machine-health tech’ firms are offering similar wares","https://www.wsj.com/articles/predictive-maintenance-tech-is-taking-off-as-manufacturers-seek-more-efficiency-11662543000","https://images.wsj.net/im-617637/social","2022-09-07T09:30:00Z","Startups that make technology designed to predict industrial equipment failures before they happen are seeing a surge in demand, as strained supply chains prompt manufacturers to squeeze more efficie… [+5363 chars]"
"91","Laurence Norman","国际原子能机构报告详述扎波罗热核电站受到的破坏，呼吁设立安全区 - Wall Street Journal","<ol><li>国际原子能机构报告详述扎波罗热核电站受到的破坏，呼吁设立安全区  Wall Street Journal</li><li>国际原子能署今发扎波罗热核电站安全评估报告  RFI - 法国国际广播电台</li><li>欧洲最大核电站与乌克兰电网断开连接 此前周围受到炮击致输电线路受损- 警告!  cnBeta</li><li>乌克兰扎波罗热核电站与电网断联  美国之音中文网 - VOA Mandarin</li><li>俄乌围绕核电站爆发激烈战斗，俄国防部：俄出动战机打击乌特种部队  …","https://cn.wsj.com/articles/国际原子能机构报告详述扎波罗热核电站受到的破坏-呼吁设立安全区-11662507005","https://images.wsj.net/im-617344/social","2022-09-07T00:15:00Z",""
"92","Sarah E. Needleman","Musk, TWITTER Trade Barbs at Wide-Ranging Hearing...","Delaware Chancery Court Chancellor Kathaleen McCormick is hearing arguments on several issues, including whether allegations from a whistleblower complaint can be added to billionaire’s countersuit.","https://www.wsj.com/articles/elon-musk-and-twitter-to-face-off-at-wide-ranging-hearing-11662476991","https://images.wsj.net/im-616460/social","2022-09-06T21:49:42Z","Lawyers for Elon Musk and Twitter discussed a range of issues during a hearing in Delaware Chancery Court over the fate of their stalled $44 billion merger agreement, including the pace and substan… [+499 chars]"
"93","Heather Somerville","Theranos Founder Elizabeth Holmes Seeks New Trial, Citing Fresh Evidence","She says one of the prosecution’s star witnesses visited her house to express regret for his role in her trial.","https://www.wsj.com/articles/theranos-founder-elizabeth-holmes-seeks-new-trial-citing-fresh-evidence-11662496376","https://images.wsj.net/im-617440/social","2022-09-06T20:37:11Z","Elizabeth Holmes, founder of defunct blood-testing startup Theranos Inc. who was convicted of fraud, has asked a federal judge for a new trial after she said one of the prosecutions star witnesses vi… [+571 chars]"
"94","wsj","DOJ Considers Next Move...","The Justice Department faces partly conflicting goals as it weighs how to proceed in its inquiry into the handling of classified documents at Mar-a-Lago in the wake of a key legal ruling, former prosecutors say.","https://www.wsj.com/articles/doj-considers-next-move-after-judge-greenlights-trumps-request-for-special-master-11662493448","https://images.wsj.net/im-617460/social","2022-09-06T20:00:05Z","DOJ Considers Next Move After Judge Greenlights Trump’s Request for Special Master Listen to article(2 minutes)WASHINGTON—The Justice Department faces partly conflicting goals as it weighs how to pro… [+918 chars]"
"95","Nina Trentmann","Bed Bath & Beyond Names Interim CFO After Death of Gustavo Arnal - The Wall Street Journal","<ol><li>Bed Bath & Beyond Names Interim CFO After Death of Gustavo Arnal  The Wall Street Journal</li><li>Bed Bath & Beyond CFO dies by suicide l GMA  Good Morning America</li><li>Bed Bath & Beyond CFO's death ruled a suicide  Yahoo News</li><li>Bed Bat…","https://www.wsj.com/articles/bed-bath-beyond-names-laura-crossen-as-interim-cfo-11662471645","https://images.wsj.net/im-617137/social","2022-09-06T16:54:00Z","Struggling home-goods retailer Bed Bath &amp; Beyond Inc. on Tuesday named an interim executive to lead its finances, a move aimed at reassuring investors after the death of Chief Financial Officer G… [+483 chars]"
"96","Isabel Coles in Kharkiv, Ukraine and Evan Gershkovich in Moscow","Ukraine Seeks Corridor to Evacuate Civilians Near Zaporizhzhia Nuclear Plant - The Wall Street Journal","<ol><li>Ukraine Seeks Corridor to Evacuate Civilians Near Zaporizhzhia Nuclear Plant  The Wall Street Journal</li><li>Fears mount as fighting continues near Ukrainian power plant  CBS Evening News</li><li>Russia's war in Ukraine: Live updates  CNN</li><…","https://www.wsj.com/articles/ukraine-warns-of-risks-to-nuclear-plant-ahead-of-u-n-inspectors-report-11662456076","https://images.wsj.net/im-617021/social","2022-09-06T14:57:00Z","Scores of people were trying to evacuate from villages near the Zaporizhzhia nuclear-power plant, Ukrainian officials said, as an explosion cut off access to electricity and water at a nearby town.… [+345 chars]"
